id,strategy,symbol,side,entryPrice,stopLoss,takeProfit1,takeProfit2,leverage,timestamp,metadata,createdAt,score,status
709,SimpleTrueOB,1000BONKUSDT,SHORT,0.01067736,0.01081710,0.01050968,0.01011842,15,2026-01-10 11:35:00,"{""obTop"": 0.01071, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 0.010649, ""atrPercent"": 0.28004507709969606, ""positionSize"": 1404841.1068046277, ""positionValue"": 15000}",2026-01-10 11:40:00.083386,80.00,FAILED
722,SimpleTrueOB,COLLECTUSDT,LONG,0.09414883,0.09254520,0.09607318,0.10056333,15,2026-01-10 11:40:00,"{""obTop"": 0.09478, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 0.09348, ""atrPercent"": 0.5594450126029481, ""positionSize"": 159322.22033230666, ""positionValue"": 15000}",2026-01-10 11:45:00.047167,80.00,FAILED
710,SimpleTrueOB,1000FLOKIUSDT,SHORT,0.05198960,0.05260080,0.05125616,0.04954480,15,2026-01-10 11:35:00,"{""obTop"": 0.05208, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 0.05192, ""atrPercent"": 0.2341274774534061, ""positionSize"": 288519.24231000047, ""positionValue"": 15000}",2026-01-10 11:40:00.084128,80.00,FAILED
711,SimpleTrueOB,BOMEUSDT,SHORT,0.00070171,0.00071023,0.00069148,0.00066762,15,2026-01-10 11:35:00,"{""obTop"": 0.0007032, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 0.0007005, ""atrPercent"": 0.2597794658100934, ""positionSize"": 21376363.325667914, ""positionValue"": 15000}",2026-01-10 11:40:00.093196,80.00,FAILED
712,SimpleTrueOB,STABLEUSDT,SHORT,0.01422665,0.01447835,0.01392462,0.01321987,15,2026-01-10 11:35:00,"{""obTop"": 0.014335, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 0.014124, ""atrPercent"": 0.4475600507590857, ""positionSize"": 1054358.9444548315, ""positionValue"": 15000}",2026-01-10 11:40:00.33383,80.00,FAILED
713,SimpleTrueOB,CCUSDT,SHORT,0.12889422,0.13071420,0.12671024,0.12161428,15,2026-01-10 11:35:00,"{""obTop"": 0.12942, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 0.12842, ""atrPercent"": 0.6642360989505599, ""positionSize"": 116374.5004663359, ""positionValue"": 15000}",2026-01-10 11:40:00.358578,80.00,FAILED
714,SimpleTrueOB,SNXUSDT,SHORT,0.47790440,0.48379000,0.47084168,0.45436200,15,2026-01-10 11:35:00,"{""obTop"": 0.479, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 0.477, ""atrPercent"": 0.4032107992393558, ""positionSize"": 31387.030544184152, ""positionValue"": 15000}",2026-01-10 11:40:00.510476,80.00,FAILED
715,SimpleTrueOB,ZENUSDT,SHORT,9.03869190,9.15565000,8.89834218,8.57085950,15,2026-01-10 11:35:00,"{""obTop"": 9.065, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 9.016, ""atrPercent"": 0.3624297706907877, ""positionSize"": 1659.5321719064239, ""positionValue"": 15000}",2026-01-10 11:40:00.531974,80.00,FAILED
716,SimpleTrueOB,ZBTUSDT,SHORT,0.12167566,0.12342200,0.11958005,0.11469030,15,2026-01-10 11:35:00,"{""obTop"": 0.1222, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 0.1212, ""atrPercent"": 0.389926639175735, ""positionSize"": 123278.55875201334, ""positionValue"": 15000}",2026-01-10 11:40:00.58181,80.00,FAILED
717,SimpleTrueOB,DASHUSDT,SHORT,37.32753300,37.81440000,36.74329260,35.38006500,15,2026-01-10 11:35:00,"{""obTop"": 37.44, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 37.23, ""atrPercent"": 0.3331370532450557, ""positionSize"": 401.8481478537572, ""positionValue"": 15000}",2026-01-10 11:40:01.003516,80.00,FAILED
718,SimpleTrueOB,TONUSDT,SHORT,1.72465500,1.74588600,1.69917780,1.63973100,15,2026-01-10 11:35:00,"{""obTop"": 1.7286, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 1.7214, ""atrPercent"": 0.19530673447146296, ""positionSize"": 8697.391652243492, ""positionValue"": 15000}",2026-01-10 11:40:01.054314,80.00,FAILED
719,SimpleTrueOB,ONDOUSDT,SHORT,0.39912016,0.40369700,0.39362795,0.38081280,15,2026-01-10 11:35:00,"{""obTop"": 0.3997, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 0.3987, ""atrPercent"": 0.2069492144265268, ""positionSize"": 37582.666833967996, ""positionValue"": 15000}",2026-01-10 11:40:01.506504,80.00,FAILED
720,SimpleTrueOB,PNUTUSDT,SHORT,0.08484803,0.08596110,0.08351234,0.08039573,15,2026-01-10 11:35:00,"{""obTop"": 0.08511, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 0.08462, ""atrPercent"": 0.249889490116707, ""positionSize"": 176786.66823920375, ""positionValue"": 15000}",2026-01-10 11:40:01.564905,80.00,FAILED
721,SimpleTrueOB,0GUSDT,SHORT,0.88297337,0.89415300,0.86955781,0.83825485,15,2026-01-10 11:35:00,"{""obTop"": 0.8853, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 0.881, ""atrPercent"": 0.2801437791851811, ""positionSize"": 16988.054803963114, ""positionValue"": 15000}",2026-01-10 11:40:03.012987,80.00,FAILED
704,SimpleTrueOB,HYPEUSDT,SHORT,24.41761550,24.75611000,24.01142210,23.06363750,15,2026-01-10 11:35:00,"{""obTop"": 24.511, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 24.334, ""atrPercent"": 0.40108768357838215, ""positionSize"": 614.3105988379577, ""positionValue"": 15000}",2026-01-10 11:40:00.028297,80.00,FILLED
724,SimpleTrueOB,1000PEPEUSDT,SHORT,NaN,0.00611313,0.00591121,0.00563038,15,2026-01-10 11:30:00,"{""obTop"": 0.0060637, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 0.0059898, ""atrPercent"": 0.7394902717490948, ""strategies"": [""SimpleTrueOB"", ""SimpleTrueOB""], ""positionSize"": 2489401.5182511345, ""positionValue"": 15000, ""agreementCount"": 2}",2026-01-10 11:45:00.055969,100.00,FAILED
725,SimpleTrueOB,0GUSDT,SHORT,NaN,0.89415300,0.86955781,0.83363945,15,2026-01-10 11:30:00,"{""obTop"": 0.8857, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 0.8794, ""atrPercent"": 0.561998204633272, ""strategies"": [""SimpleTrueOB"", ""SimpleTrueOB""], ""positionSize"": 16999.604101886605, ""positionValue"": 15000, ""agreementCount"": 2}",2026-01-10 11:45:00.212527,100.00,FAILED
728,SimpleTrueOB,ZENUSDT,SHORT,NaN,9.15565000,8.89834218,8.48756000,15,2026-01-10 11:30:00,"{""obTop"": 9.085, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 8.995, ""atrPercent"": 0.6730677424676081, ""strategies"": [""SimpleTrueOB"", ""SimpleTrueOB""], ""positionSize"": 1659.6239601902685, ""positionValue"": 15000, ""agreementCount"": 2}",2026-01-10 11:45:00.8495,100.00,FAILED
729,SimpleTrueOB,STABLEUSDT,SHORT,NaN,0.01446825,0.01392904,0.01324277,15,2026-01-10 11:30:00,"{""obTop"": 0.014325, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 0.014127, ""atrPercent"": 0.711108094152487, ""strategies"": [""SimpleTrueOB"", ""SimpleTrueOB""], ""positionSize"": 1054618.3466975978, ""positionValue"": 15000, ""agreementCount"": 2}",2026-01-10 11:45:01.203276,100.00,FAILED
730,SimpleTrueOB,DASHUSDT,SHORT,NaN,37.81440000,36.74329260,35.19724500,15,2026-01-10 11:30:00,"{""obTop"": 37.51, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 37.2, ""atrPercent"": 0.6344130627699636, ""strategies"": [""SimpleTrueOB"", ""SimpleTrueOB""], ""positionSize"": 401.63299692464255, ""positionValue"": 15000, ""agreementCount"": 2}",2026-01-10 11:45:01.595577,100.00,FAILED
726,SimpleTrueOB,FORMUSDT,LONG,0.38617722,0.38124900,0.39209108,0.40589010,15,2026-01-10 11:40:00,"{""obTop"": 0.3871, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 0.3851, ""atrPercent"": 0.3860912154630463, ""positionSize"": 38842.27039595966, ""positionValue"": 15000}",2026-01-10 11:45:00.349372,80.00,FAILED
727,SimpleTrueOB,OGUSDT,SHORT,4.28214340,4.34805000,4.20305548,4.01851700,15,2026-01-10 11:30:00,"{""obTop"": 4.305, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 4.261, ""atrPercent"": 0.7230453611519663, ""positionSize"": 3502.918655176284, ""positionValue"": 15000}",2026-01-10 11:45:00.47821,80.00,FAILED
731,SimpleTrueOB,GLMUSDT,LONG,0.29157330,0.28695150,0.29711947,0.31006051,15,2026-01-10 11:45:00,"{""obTop"": 0.29318, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 0.28985, ""atrPercent"": 0.9589935539054094, ""positionSize"": 51445.03919139676, ""positionValue"": 15000}",2026-01-10 12:00:00.047269,80.00,CANCELED
732,SimpleTrueOB,LITUSDT,SHORT,2.79844020,2.84113000,2.74721244,2.62768100,15,2026-01-10 11:55:00,"{""obTop"": 2.813, ""margin"": 1000, ""method"": ""ORB"", ""obBottom"": 2.785, ""atrPercent"": 0.9376156247122599, ""positionSize"": 5360.128831768497, ""positionValue"": 15000}",2026-01-10 12:00:00.06795,80.00,FILLED
